symbol,tf,market,open_time,open,high,low,close,vol,close_time,qa_vol,trades
BTCUSDT,1m,um-futures-cross,2023-05-31 22:04:00,27073.6,27080.7,27071.6,27080.6,74.225,2023-05-31 22:04:59.999000,2009558.7357,845
BTCUSDT,1m,um-futures-cross,2023-05-31 22:05:00,27080.7,27080.8,27078.3,27078.4,45.878,2023-05-31 22:05:59.999000,1242387.4809,603
BTCUSDT,1m,um-futures-cross,2023-05-31 22:06:00,27078.3,27083.1,27078.3,27080.7,51.604,2023-05-31 22:06:59.999000,1397488.2831,764
BTCUSDT,1m,um-futures-cross,2023-05-31 22:07:00,27080.8,27083.5,27080.7,27083.5,35.711,2023-05-31 22:07:59.999000,967106.458,525
BTCUSDT,1m,um-futures-cross,2023-05-31 22:08:00,27083.5,27112.3,27083.4,27092.5,485.404,2023-05-31 22:08:59.999000,13154778.2897,3479
BTCUSDT,1m,um-futures-cross,2023-05-31 22:09:00,27092.6,27104.3,27092.5,27096.5,180.971,2023-05-31 22:09:59.999000,4903820.0099,1854
BTCUSDT,1m,um-futures-cross,2023-05-31 22:10:00,27096.5,27096.5,27081.5,27088.8,94.129,2023-05-31 22:10:59.999000,2549756.7054,1543
BTCUSDT,1m,um-futures-cross,2023-05-31 22:11:00,27088.9,27106.1,27088.9,27099.3,225.25,2023-05-31 22:11:59.999000,6104182.3558,1903
BTCUSDT,1m,um-futures-cross,2023-05-31 22:12:00,27099.3,27100.0,27098.8,27099.9,81.915,2023-05-31 22:12:59.999000,2219842.1735,540
BTCUSDT,1m,um-futures-cross,2023-05-31 22:13:00,27099.9,27116.2,27099.9,27104.4,240.217,2023-05-31 22:13:59.999000,6511770.4917,2473
BTCUSDT,1m,um-futures-cross,2023-05-31 22:14:00,27104.5,27104.5,27095.9,27099.7,97.138,2023-05-31 22:14:59.999000,2632477.1573,1539
BTCUSDT,1m,um-futures-cross,2023-05-31 22:15:00,27099.7,27108.5,27099.6,27105.2,76.665,2023-05-31 22:15:59.999000,2077925.2214,1276
BTCUSDT,1m,um-futures-cross,2023-05-31 22:16:00,27105.2,27105.2,27100.5,27100.5,47.497,2023-05-31 22:16:59.999000,1287247.4809,835
BTCUSDT,1m,um-futures-cross,2023-05-31 22:17:00,27100.5,27115.3,27100.5,27110.0,120.288,2023-05-31 22:17:59.999000,3260854.3258,1721
BTCUSDT,1m,um-futures-cross,2023-05-31 22:18:00,27110.1,27112.6,27108.8,27110.2,79.424,2023-05-31 22:18:59.999000,2153246.9004,901
BTCUSDT,1m,um-futures-cross,2023-05-31 22:19:00,27110.1,27161.4,27109.9,27131.7,1621.63,2023-05-31 22:19:59.999000,44005265.5708,9977
BTCUSDT,1m,um-futures-cross,2023-05-31 22:20:00,27131.7,27136.0,27117.3,27130.1,286.466,2023-05-31 22:20:59.999000,7770419.3939,3714
BTCUSDT,1m,um-futures-cross,2023-05-31 22:21:00,27130.2,27130.2,27115.9,27124.5,135.809,2023-05-31 22:21:59.999000,3683390.1219,1997
BTCUSDT,1m,um-futures-cross,2023-05-31 22:22:00,27124.5,27124.5,27111.4,27119.4,147.986,2023-05-31 22:22:59.999000,4013039.3078,2174
BTCUSDT,1m,um-futures-cross,2023-05-31 22:23:00,27119.4,27123.3,27106.7,27115.2,107.395,2023-05-31 22:23:59.999000,2912195.8147,2160
BTCUSDT,1m,um-futures-cross,2023-05-31 22:24:00,27115.3,27120.8,27115.2,27119.3,75.998,2023-05-31 22:24:59.999000,2060849.4307,1079
BTCUSDT,1m,um-futures-cross,2023-05-31 22:25:00,27119.4,27135.9,27119.3,27131.5,158.772,2023-05-31 22:25:59.999000,4307022.6788,1706
BTCUSDT,1m,um-futures-cross,2023-05-31 22:26:00,27131.4,27140.8,27129.8,27132.8,122.458,2023-05-31 22:26:59.999000,3322957.1844,1630
BTCUSDT,1m,um-futures-cross,2023-05-31 22:27:00,27132.9,27139.8,27131.2,27136.3,134.03,2023-05-31 22:27:59.999000,3636865.2227,1866
BTCUSDT,1m,um-futures-cross,2023-05-31 22:28:00,27136.3,27140.7,27136.2,27136.2,84.447,2023-05-31 22:28:59.999000,2291809.7973,1259
BTCUSDT,1m,um-futures-cross,2023-05-31 22:29:00,27136.3,27139.0,27133.8,27135.4,107.849,2023-05-31 22:29:59.999000,2926519.8196,1176
BTCUSDT,1m,um-futures-cross,2023-05-31 22:30:00,27135.5,27140.0,27120.5,27120.5,247.395,2023-05-31 22:30:59.999000,6712623.2977,2201
BTCUSDT,1m,um-futures-cross,2023-05-31 22:31:00,27120.5,27120.5,27118.5,27118.5,88.461,2023-05-31 22:31:59.999000,2399014.9966,818
BTCUSDT,1m,um-futures-cross,2023-05-31 22:32:00,27118.5,27127.4,27117.9,27118.2,197.643,2023-05-31 22:32:59.999000,5360270.0475,1814
BTCUSDT,1m,um-futures-cross,2023-05-31 22:33:00,27118.2,27118.2,27111.6,27111.7,147.477,2023-05-31 22:33:59.999000,3998893.2729,1393
BTCUSDT,1m,um-futures-cross,2023-05-31 22:34:00,27111.6,27139.8,27111.6,27137.1,337.315,2023-05-31 22:34:59.999000,9151126.3494,2658
BTCUSDT,1m,um-futures-cross,2023-05-31 22:35:00,27137.1,27138.9,27124.2,27127.8,175.857,2023-05-31 22:35:59.999000,4771274.2645,1495
BTCUSDT,1m,um-futures-cross,2023-05-31 22:36:00,27127.7,27138.0,27127.7,27134.6,128.611,2023-05-31 22:36:59.999000,3489729.2078,1596
BTCUSDT,1m,um-futures-cross,2023-05-31 22:37:00,27134.5,27134.6,27133.1,27134.0,99.895,2023-05-31 22:37:59.999000,2710526.8436,662
BTCUSDT,1m,um-futures-cross,2023-05-31 22:38:00,27133.9,27139.0,27133.0,27138.9,92.86,2023-05-31 22:38:59.999000,2519851.6771,940
BTCUSDT,1m,um-futures-cross,2023-05-31 22:39:00,27139.0,27162.2,27138.9,27139.0,477.174,2023-05-31 22:39:59.999000,12955778.1198,3897
BTCUSDT,1m,um-futures-cross,2023-05-31 22:40:00,27138.9,27139.4,27134.3,27136.0,86.575,2023-05-31 22:40:59.999000,2349397.0888,994
BTCUSDT,1m,um-futures-cross,2023-05-31 22:41:00,27136.0,27136.4,27130.0,27131.9,75.898,2023-05-31 22:41:59.999000,2059355.9379,1099
BTCUSDT,1m,um-futures-cross,2023-05-31 22:42:00,27131.9,27134.6,27131.8,27132.3,35.461,2023-05-31 22:42:59.999000,962190.9262,698
BTCUSDT,1m,um-futures-cross,2023-05-31 22:43:00,27132.4,27132.4,27131.1,27131.8,41.145,2023-05-31 22:43:59.999000,1116326.3731,622
BTCUSDT,1m,um-futures-cross,2023-05-31 22:44:00,27131.8,27134.0,27131.2,27134.0,51.556,2023-05-31 22:44:59.999000,1398822.3259,734
BTCUSDT,1m,um-futures-cross,2023-05-31 22:45:00,27133.9,27134.0,27126.2,27126.2,113.538,2023-05-31 22:45:59.999000,3080182.632,1109
BTCUSDT,1m,um-futures-cross,2023-05-31 22:46:00,27126.2,27132.1,27126.2,27132.0,83.292,2023-05-31 22:46:59.999000,2259558.3766,1051
BTCUSDT,1m,um-futures-cross,2023-05-31 22:47:00,27132.1,27147.8,27131.5,27132.4,171.938,2023-05-31 22:47:59.999000,4666378.0633,1867
BTCUSDT,1m,um-futures-cross,2023-05-31 22:48:00,27132.5,27134.5,27128.2,27133.9,63.188,2023-05-31 22:48:59.999000,1714426.2138,1095
BTCUSDT,1m,um-futures-cross,2023-05-31 22:49:00,27133.9,27134.4,27132.5,27134.4,29.074,2023-05-31 22:49:59.999000,788884.5334,490
BTCUSDT,1m,um-futures-cross,2023-05-31 22:50:00,27134.3,27142.5,27134.3,27142.5,72.471,2023-05-31 22:50:59.999000,1966664.1086,1177
BTCUSDT,1m,um-futures-cross,2023-05-31 22:51:00,27142.4,27142.5,27139.0,27139.0,34.445,2023-05-31 22:51:59.999000,934843.672,650
BTCUSDT,1m,um-futures-cross,2023-05-31 22:52:00,27139.1,27146.8,27139.0,27146.8,60.815,1685573579999000000,1650752.928,854.0
BTCUSDT,1m,um-futures-cross,2023-05-31 22:53:00,27146.7,27153.4,27138.9,27142.0,157.034,1685573639999000000,4262962.1461,1863.0
BTCUSDT,1m,um-futures-cross,2023-05-31 22:54:00,27141.9,27142.1,27139.0,27142.1,34.706,1685573699999000000,941904.309,505.0
BTCUSDT,1m,um-futures-cross,2023-05-31 23:47:00,27233.3,27233.3,27222.6,27228.0,201.84,1685576879999000000,5495665.6266,1864.0
